caption,id,image_id
"A bowl full of marshmallows, chocolate, and other delicious treats.",384400,577539
A bunch of zebras grazing near a road where vehicles are driving by.,384471,305695
A person cutting a multi layer cake with a knife.,384582,398438
A man and woman making a cut unto a cake,384612,398438
A person does a trick on a skate board by a beach.,385233,439854
a fruit stand on the side of a sidewalk.,385817,560256
a plate with meat and green veggies mixed with sauce ,385993,127494
A group of zebra standing in the tall grass.,386902,473974
A man doing a trick on a skateboard off of a rail.,386955,439854
A group of horses standing next to each other.,387000,344888
"A plate of broccoli, ham, pasta and parmesan.",387426,559707
A couple of people holding knives to the bottom of a laptop.,387730,447611
Two guys leap for the Frisbee as they play their game in some sort of a gym.,387749,163118
"A white plate with noodles, chicken and broccoli.",387864,559707
2 Zebras standing next to each other in plaines,388098,364166
An adult and baby zebra looking onward on a field.,388272,364166
"A small portion of broccoli, ham, and pasta salad",388290,559707
A woman in black shirt riding a skateboard.,388606,500270
A herd of zebra are grazing on tall dry grass.,389299,473974
A person reaching out and cutting a cake.,389304,398438
A white plate of food on a table.,389506,127494
A kid in a camo shirt riding a skateboard down the street.,389626,404249
A plate of pork with chinese broccoli drizzled with sauce,389647,127494
The hands of a couple that is cutting a wedding cake.,390573,398438
A couple at a wedding cutting their wedding cake together.,390741,398438
a person skateboarding near a skateboarding park at sunset.,390799,500270
The meal is being prepared in the big pot. ,391255,227765
Children are playing near a beach at sunset.,391386,439854
The two men are jumping to get the frisbee.,391604,163118
Guy jumps off the steps doing a flip trick with his skateboard,392059,68628
A number zebras grazing in the woods. ,392440,473974
A group of zebras in a grassy area next to trees.,392803,473974
People skateboard around a skate park near rails. ,393136,500270
a close up of a plate of food with broccoli,393141,559707
A computer laying upside down with two hands holding knives prying open a section of the back.,393172,447611
a group of beginner snow skiers having class,393304,334767
a knife being stuck into a laptop and stabbed,393307,447611
a group of young people playing baseball in a field,393360,507015
A skateboarder does a jump trick over stairs.,393847,68628
Overview of a pot of vegetable soup with wooden spoon on a stainless steel stove top.,393871,227765
Two zebras standing side by side in a field,394482,364166
People sticking knives into the back side of a laptop,394522,447611
Assortment of cooked vegetable on white plate on table.,394534,127494
"A plate of prepared food has pasta, broccoli, and meat.",394545,559707
a boy dressed in a baseball uniform standing in a field. ,394799,213171
A herd of zebra in dry vegetation near dry trees.,394969,473974
A young zebra with an adult zebra standing on a parched brown landscape.,394986,364166
Man preforming a trick with a disk toy.,395210,9378
Skateboard rider doing a trick near a beach during sunset.,395241,439854
A wooden spoon in a soup pot on the stove.,395335,227765
Boy riding a skateboard down a road or paved sidewalk ,395344,404249
Two people are sticking knives into a laptop.,395542,447611
A man standing in a dry baseball field.,395585,213171
A large pot of vegetable soup with a large wooden spoon.,395674,227765
A banana is on a plate with cookies and peanut butter.,395802,521540
 A young boy balancing himself on his skateboard.,396070,404249
A baseball player throwing a pitch onto the field,396076,153797
An adult and a baby zebra are on the savannah.,396087,364166
Several cross country skiers traveling through the snow.,396223,334767
There are a bunch of people cross-country skiing.,396319,334767
Adult man displaying abilities using flying yellow disc.,396398,9378
A baseball player is posing on a baseball field.,396605,213171
A young boy riding a skate board downhill.,396664,404249
A small boy rides a skateboard down the walkway.,396718,404249
A white plate served on a multi colored table cloth,396734,104669
Two young men playing a game of frisbee.,397013,163118
Baseball players are on the field during a game.,397035,507015
A man riding a skateboard at a skate park.,397039,500270
A young woman on a skateboard in a skate park,397255,500270
A man is doing a trick with a frisbee.,397259,9378
Two zebras fighting in a cloud of dust,397309,562121
"The plate is full of broccoli, potatoes, and meat.",397367,104669
A woman in gear skiing down a snowy slope,397452,161781
"banana partly sliced, peanut butter on a spoon, and cookies ",397551,521540
A man holding onto a yellow frisbee while having long hair.,397640,9378
A shirtless man is in mid air above some stairs on his skateboard.,397903,68628
"A plate with a meal of meat, potatoes, carrots, and broccoli. ",397970,104669
Three zebras are standing in the grass by the trees.,398055,504635
A store window with a tray of grass and vegetables,398284,386210
Several people are skiing on a snow covered field.,398299,334767
Two men playing frisbe on an indoor court.,398303,163118
A young baseball player tagging up at third base.,398385,507015
a man in a baseball uniform standing with his mit on,398453,213171
A group of zebras in grassy field next to trees.,398871,504635
A man in black shirt standing in field with baseball mitt.,399005,213171
A woman in grey and green bodysuit skiing on a slope.,399066,161781
people going along a hill on skiis during a race ,399796,334767
A living room filled with furniture and a large window.,399924,385997
A baseball pitcher follows through after releasing the ball.,399928,153797
The plate has a banana being sliced near cookies.,400005,521540
A man spins a frisbee as the audience looks on.,400028,9378
Two zebras fighting in a open area with green bushes.,400129,562121
Banana with peanuts butter and crackers on a plate. ,400236,521540
A man in holds a Frisbee in the parking lot by the river.,400645,102805
A zebra chews a flower in a fenced in field.,400646,172977
a man on a skateboard jumping over a stairway,400690,68628
The meal features steak and potatoes on the plate..,400742,104669
A plate on a table with with different types of food.,400748,104669
Two zebras are battling each other on hind legs.,400834,562121
A man sitting at a table eating food from a plate.,400851,400794
Two zebra having a fight on top of a dry grass field.,400879,562121
a pot filled with a soup with a lot of carrots ,400885,227765
A pitcher for the Camden baseball team throws a pitch.,401233,153797
A man is eating some food at a table.,401427,400794
